start_prob,end_prob,passage,start,end,knowledge_cue,first_mention,recent_mention,log_odds,condition,model_path,model_shorthand
7.861318408686202e-06,7.444231414410751e-06,"David and Marta go out to get some wine for the party. When they get home, David stores the wine in the garage and grabs a drink from the fridge. Then, David goes out to get some snacks. While David is gone, Marta decides the wine would be best cooled, so she moves the wine out of the garage and into the fridge. David returns home and wants to put out the wine. David thinks the wine is in the [MASK].",garage,fridge,Explicit,Start,End,0.07864838046997732,False Belief,Qwen/Qwen2.5-7B-Instruct,Qwen 2.5 7B Instruct
6.11918721915572e-07,1.1143178198835813e-05,"David and Marta go out to get some wine for the party. When they get home, David stores the wine in the garage and grabs a drink from the fridge. Then, David goes out to get some snacks. While David is gone, Marta decides the wine would be best cooled, so she moves the wine out of the garage and into the fridge. David returns home and wants to put out the wine. David goes to get the wine from the [MASK].",garage,fridge,Implicit,Start,End,-4.1866769193346585,False Belief,Qwen/Qwen2.5-7B-Instruct,Qwen 2.5 7B Instruct
1.2549466191558167e-05,1.0310935067536775e-05,"David and Marta go out to get some wine for the party. When they get home, David stores the wine in the garage and grabs a drink from the fridge. However, Marta decides the wine would be best cooled. David watches Marta move the wine out of the garage and into the fridge. Then, David goes out to get some snacks. When he returns home, he wants to put out the wine. David thinks the wine is in the [MASK].",garage,fridge,Explicit,Start,End,0.28345082621348705,True Belief,Qwen/Qwen2.5-7B-Instruct,Qwen 2.5 7B Instruct
2.9596228614536813e-06,1.2190243978693616e-05,"David and Marta go out to get some wine for the party. When they get home, David stores the wine in the garage and grabs a drink from the fridge. However, Marta decides the wine would be best cooled. David watches Marta move the wine out of the garage and into the fridge. Then, David goes out to get some snacks. When he returns home, he wants to put out the wine. David goes to get the wine from the [MASK].",garage,fridge,Implicit,Start,End,-2.0422417476487755,True Belief,Qwen/Qwen2.5-7B-Instruct,Qwen 2.5 7B Instruct
2.2191266907611862e-05,9.766546099854168e-06,"David and Marta go out to get some wine for the party. When they get home, David stores the wine in the garage and grabs a drink from the fridge. Then, David goes out to get some snacks. While David is gone, Marta decides the wine would be best cooled, so she moves the wine into the fridge from the garage. David returns home and wants to put out the wine. David thinks the wine is in the [MASK].",garage,fridge,Explicit,Start,Start,1.1840716797349111,False Belief,Qwen/Qwen2.5-7B-Instruct,Qwen 2.5 7B Instruct
4.252703149631998e-07,2.1735999325755984e-05,"David and Marta go out to get some wine for the party. When they get home, David stores the wine in the garage and grabs a drink from the fridge. Then, David goes out to get some snacks. While David is gone, Marta decides the wine would be best cooled, so she moves the wine into the fridge from the garage. David returns home and wants to put out the wine. David goes to get the wine from the [MASK].",garage,fridge,Implicit,Start,Start,-5.675562461296037,False Belief,Qwen/Qwen2.5-7B-Instruct,Qwen 2.5 7B Instruct
1.0742894119175617e-05,6.894309080962557e-06,"David and Marta go out to get some wine for the party. When they get home, David stores the wine in the garage and grabs a drink from the fridge. However, Marta decides the wine would be best cooled. David watches Marta move the wine into the fridge from the garage. Then, David goes out to get some snacks. When he returns home, he wants to put out the wine. David thinks the wine is in the [MASK].",garage,fridge,Explicit,Start,Start,0.6399048223253136,True Belief,Qwen/Qwen2.5-7B-Instruct,Qwen 2.5 7B Instruct
6.650279374298407e-06,2.9316115615074523e-05,"David and Marta go out to get some wine for the party. When they get home, David stores the wine in the garage and grabs a drink from the fridge. However, Marta decides the wine would be best cooled. David watches Marta move the wine into the fridge from the garage. Then, David goes out to get some snacks. When he returns home, he wants to put out the wine. David goes to get the wine from the [MASK].",garage,fridge,Implicit,Start,Start,-2.140207105297337,True Belief,Qwen/Qwen2.5-7B-Instruct,Qwen 2.5 7B Instruct
3.3810561035352293e-06,4.994901973986998e-05,"David and Marta go out to get some wine for the party. When they get home, David grabs a drink from the fridge and stores the wine in the garage. Then, David goes out to get some snacks. While David is gone, Marta decides the wine would be best cooled, so she moves the wine out of the garage and into the fridge. David returns home and wants to put out the wine. David thinks the wine is in the [MASK].",garage,fridge,Explicit,End,End,-3.8849105042041594,False Belief,Qwen/Qwen2.5-7B-Instruct,Qwen 2.5 7B Instruct
8.838249527798325e-07,8.919971878640354e-05,"David and Marta go out to get some wine for the party. When they get home, David grabs a drink from the fridge and stores the wine in the garage. Then, David goes out to get some snacks. While David is gone, Marta decides the wine would be best cooled, so she moves the wine out of the garage and into the fridge. David returns home and wants to put out the wine. David goes to get the wine from the [MASK].",garage,fridge,Implicit,End,End,-6.6571346887748195,False Belief,Qwen/Qwen2.5-7B-Instruct,Qwen 2.5 7B Instruct
6.091997875046218e-06,2.2553136659553275e-05,"David and Marta go out to get some wine for the party. When they get home, David grabs a drink from the fridge and stores the wine in the garage. However, Marta decides the wine would be best cooled. David watches Marta move the wine out of the garage and into the fridge. Then, David goes out to get some snacks. When he returns home, he wants to put out the wine. David thinks the wine is in the [MASK].",garage,fridge,Explicit,End,End,-1.8883407517872282,True Belief,Qwen/Qwen2.5-7B-Instruct,Qwen 2.5 7B Instruct
3.2075399758468848e-06,1.792865077732131e-05,"David and Marta go out to get some wine for the party. When they get home, David grabs a drink from the fridge and stores the wine in the garage. However, Marta decides the wine would be best cooled. David watches Marta move the wine out of the garage and into the fridge. Then, David goes out to get some snacks. When he returns home, he wants to put out the wine. David goes to get the wine from the [MASK].",garage,fridge,Implicit,End,End,-2.4827277711377373,True Belief,Qwen/Qwen2.5-7B-Instruct,Qwen 2.5 7B Instruct
2.466488922436838e-06,3.4021595638478175e-05,"David and Marta go out to get some wine for the party. When they get home, David grabs a drink from the fridge and stores the wine in the garage. Then, David goes out to get some snacks. While David is gone, Marta decides the wine would be best cooled, so she moves the wine into the fridge from the garage. David returns home and wants to put out the wine. David thinks the wine is in the [MASK].",garage,fridge,Explicit,End,Start,-3.7859200930851014,False Belief,Qwen/Qwen2.5-7B-Instruct,Qwen 2.5 7B Instruct
2.2641977182047412e-08,7.344251207541674e-05,"David and Marta go out to get some wine for the party. When they get home, David grabs a drink from the fridge and stores the wine in the garage. Then, David goes out to get some snacks. While David is gone, Marta decides the wine would be best cooled, so she moves the wine into the fridge from the garage. David returns home and wants to put out the wine. David goes to get the wine from the [MASK].",garage,fridge,Implicit,End,Start,-11.663399745944442,False Belief,Qwen/Qwen2.5-7B-Instruct,Qwen 2.5 7B Instruct
5.640628842229489e-06,9.392198990099132e-06,"David and Marta go out to get some wine for the party. When they get home, David grabs a drink from the fridge and stores the wine in the garage. However, Marta decides the wine would be best cooled. David watches Marta move the wine into the fridge from the garage. Then, David goes out to get some snacks. When he returns home, he wants to put out the wine. David thinks the wine is in the [MASK].",garage,fridge,Explicit,End,Start,-0.7356069651710532,True Belief,Qwen/Qwen2.5-7B-Instruct,Qwen 2.5 7B Instruct
